Track,Vehicle,Description,Translation,Rotation,Timestamp
LVMS,EURORACING,High speed multi-agent laps with TUM,"[168.53748908185608, -181.39544125721088, 4.836496949635951]","[0.9406290430412394, 0.0, 0.0, 0.339436302400498]",16415848600.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[177.7174073795094, -173.80280375824972, 4.82294299289002]","[0.9418830509602781, 0.0, 0.0, 0.33594094468188596]",16415848605.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[191.55863481511184, -162.328359250288, 4.782518343212828]","[0.9397476070937841, 0.0, 0.0, 0.3418690318842974]",16415848610.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[200.78697507639347, -154.54514657824947, 4.769568031753948]","[0.939715352964408, 0.0, 0.0, 0.3419576807193812]",16415848615.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[214.79304744473774, -142.86700143177552, 4.7189690672481746]","[0.9413395158757686, 0.0, 0.0, 0.3374609841904299]",16415848620.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[224.2791918111334, -135.1078038926483, 4.695642364774088]","[0.9418130241018895, 0.0, 0.0, 0.3361372154820912]",16415848625.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[238.6675573825579, -123.43299679996969, 4.645697255223162]","[0.9430394603677374, 0.0, 0.0, 0.3326808924319618]",16415848630.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[248.35411179998152, -115.61930037502833, 4.6417405783423575]","[0.9434011400103356, 0.0, 0.0, 0.33165386930834867]",16415848635.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[263.0616856647018, -103.87857896899696, 4.624160746294258]","[0.9444566713711121, 0.0, 0.0, 0.32863596258261096]",16415848640.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[272.9832899395144, -96.0632146139016, 4.632944949706982]","[0.9438595220479638, 0.0, 0.0, 0.3303470941894138]",16415848645.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[287.8915525612458, -84.18289789758295, 4.667063661710571]","[0.9427699584912973, 0.0, 0.0, 0.3334438563931229]",16415848650.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[296.5538912283962, -77.10483580571795, 4.673456986845615]","[0.9411721714644511, 0.0, 0.0, 0.33792742365911915]",16415848655.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[312.449642058045, -63.52202742978143, 4.641228502811689]","[0.9346926606352399, 0.0, 0.0, 0.35545693150452995]",16415848660.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[320.8477510713317, -55.91572607690622, 4.6127347171504525]","[0.931070556119398, 0.0, 0.0, 0.3648391693986746]",16415848665.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[336.0245705331789, -41.17241989435494, 4.547108803269822]","[0.9214190072196303, 0.0, 0.0, 0.38857047383247073]",16415848670.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[345.03623056762746, -31.653874893220607, 4.5648307925137175]","[0.9142356674224215, 0.0, 0.0, 0.405182853058566]",16415848675.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[357.98531974316984, -16.739417779046427, 4.637177248505406]","[0.9031277693723999, 0.0, 0.0, 0.42937190428395905]",16415848680.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[366.0831441245131, -6.282787701568121, 4.714843316055559]","[0.8919694479459601, 0.0, 0.0, 0.4520956800622838]",16415848685.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[377.31160327196807, 10.149610966413887, 4.760642072175995]","[0.8767235205914349, 0.0, 0.0, 0.48099466571029637]",16415848690.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[384.1972087363069, 21.527080776927956, 4.826416688254177]","[0.8637360143652778, 0.0, 0.0, 0.5039445381075032]",16415848695.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[393.3192178979989, 39.33394933293305, 4.816826125265457]","[0.8414582532109144, 0.0, 0.0, 0.5403221336418087]",16415848700.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[398.5633280812589, 51.661990365003966, 4.782607023772044]","[0.8254879918274902, 0.0, 0.0, 0.5644196801570773]",16415848705.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[405.1993084527048, 70.6951276316419, 4.704141511361158]","[0.8014363006477073, 0.0, 0.0, 0.5980801417904774]",16415848710.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[408.70692463855517, 83.73117831837769, 4.6593793362031235]","[0.7840005750936991, 0.0, 0.0, 0.6207600971814708]",16415848715.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[412.53415042329283, 103.657670017727, 4.585363678393627]","[0.7562667116317696, 0.0, 0.0, 0.6542634491377841]",16415848720.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[414.11184091733367, 117.12677796245418, 4.569019800222293]","[0.7373310501681324, 0.0, 0.0, 0.6755315850927763]",16415848725.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[414.9861896364636, 137.50728440190466, 4.502176922007507]","[0.7058306906167069, 0.0, 0.0, 0.7083805729856957]",16415848730.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[414.6038283288617, 151.13788755235836, 4.498043298778498]","[0.6839205030874073, 0.0, 0.0, 0.729556540274068]",16415848735.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[412.4387861477288, 171.50940838047453, 4.449773541651091]","[0.6492222530839012, 0.0, 0.0, 0.7605987549954726]",16415848740.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[409.9476433612813, 184.96727604361175, 4.345686076559787]","[0.6264208635283071, 0.0, 0.0, 0.7794850234202387]",16415848745.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[404.7338472763923, 204.86621646032538, 4.26305469237905]","[0.5913785725350087, 0.0, 0.0, 0.806394062444941]",16415848750.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[400.24107133633765, 217.85798107346298, 4.207494586985746]","[0.5675302410852764, 0.0, 0.0, 0.8233525523454021]",16415848755.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[392.0318919917314, 236.82764772784003, 4.086477538367983]","[0.5291897393037385, 0.0, 0.0, 0.8485035178569628]",16415848760.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[385.6163098516284, 249.0490133918376, 4.05613258934369]","[0.502306077096962, 0.0, 0.0, 0.8646898894467664]",16415848765.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[374.6192301253247, 266.6384018068854, 3.9280530096022215]","[0.46357007298158764, 0.0, 0.0, 0.8860602617406141]",16415848770.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[366.41735933114404, 277.8027807802596, 3.8559750902337564]","[0.4364643528762771, 0.0, 0.0, 0.8997215506301339]",16415848775.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[352.86719175046005, 293.5982286908568, 3.7341011864346596]","[0.3959406075200413, 0.0, 0.0, 0.9182761214997701]",16415848780.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[343.0675931093113, 303.45192363450536, 3.64958432151451]","[0.3688409791750914, 0.0, 0.0, 0.9294925131926345]",16415848785.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[327.2582933963088, 317.09439990437596, 3.525224667636291]","[0.3253897525162847, 0.0, 0.0, 0.9455799854890071]",16415848790.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[316.03187995867154, 325.3531164875032, 3.435939169967643]","[0.2950682624544609, 0.0, 0.0, 0.9554761747380754]",16415848795.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[298.2911214528893, 336.4350928408289, 3.345106257029393]","[0.2531761962823339, 0.0, 0.0, 0.9674201846333418]",16415848800.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[285.92433942767616, 342.908180917607, 3.29932109267515]","[0.21965906912080663, 0.0, 0.0, 0.975576697832098]",16415848805.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[266.631430021117, 351.062971221603, 3.1795381997881123]","[0.17563337711602076, 0.0, 0.0, 0.984455644934205]",16415848810.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[253.37338809174474, 355.4971164032201, 3.1433766328178265]","[0.14268629140003752, 0.0, 0.0, 0.9897679638412751]",16415848815.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[233.0278381390573, 360.56298724833533, 3.069178658789852]","[0.09627182942540177, 0.0, 0.0, 0.9953550797876536]",16415848820.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[219.23295035605867, 362.866170619895, 2.9847291192738936]","[0.06457518113769274, 0.0, 0.0, 0.9979128448822744]",16415848825.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[198.32217849856565, 364.7162888586768, 2.902107874756794]","[0.019242519438714932, 0.0, 0.0, 0.999814845581746]",16415848830.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[184.31846378790019, 364.95665639381474, 2.874555484591056]","[-0.005670038311035032, 0.0, 0.0, 0.9999839252035762]",16415848835.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[163.31860459822644, 364.02101640723686, 2.894651737126239]","[-0.039265541219029074, 0.0, 0.0, 0.99922881127036]",16415848840.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[149.37829417055934, 362.67851452002486, 2.996935999977481]","[-0.05990539641859737, 0.0, 0.0, 0.9982040590379958]",16415848845.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[128.59105730640098, 359.7845093779311, 3.1179994324352407]","[-0.08103074809796501, 0.0, 0.0, 0.9967116021511357]",16415848850.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[114.82243707217916, 357.4024968827594, 3.1329128370109203]","[-0.08952235151345808, 0.0, 0.0, 0.995984813428147]",16415848855.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[94.23768439752504, 353.42278434768787, 3.140207017805686]","[-0.0994136171865695, 0.0, 0.0, 0.9950461962732595]",16415848860.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[80.56556748913184, 350.58414281472267, 3.1414077618581544]","[-0.10460604169152228, 0.0, 0.0, 0.9945137384881275]",16415848865.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[60.105153007376934, 346.136388326994, 3.13789799264962]","[-0.1090491166362694, 0.0, 0.0, 0.9940363625948748]",16415848870.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[46.48544005478519, 343.12044856400485, 3.130334320614267]","[-0.10918215084426099, 0.0, 0.0, 0.9940217592875021]",16415848875.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[26.099578154129457, 338.5191230421128, 3.122939121873401]","[-0.11374083915714803, 0.0, 0.0, 0.9935104536479864]",16415848880.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[12.54194422748103, 335.33767527459923, 3.0891386172579303]","[-0.11790809317650289, 0.0, 0.0, 0.9930245120657804]",16415848885.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-7.729350593067441, 330.37063059059625, 3.0179156409172805]","[-0.12489067185759319, 0.0, 0.0, 0.9921705095813718]",16415848890.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-21.179447184251867, 326.82859595739046, 2.982357818296965]","[-0.13343127394020446, 0.0, 0.0, 0.9910580684978526]",16415848895.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-41.2054807669294, 320.95800430464203, 2.9873652899283094]","[-0.1502294575281902, 0.0, 0.0, 0.9886511569258318]",16415848900.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-54.47865347801855, 316.76006343934233, 3.017010770796281]","[-0.1579086379655148, 0.0, 0.0, 0.9874537265390596]",16415848905.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-74.18912007404289, 309.85491394589843, 3.0591405207620554]","[-0.17855277793142363, 0.0, 0.0, 0.9839303356909836]",16415848910.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-87.15446391664454, 304.73610577568235, 3.053622221181426]","[-0.19560499271705167, 0.0, 0.0, 0.9806827656404299]",16415848915.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-106.28126475062507, 296.32007255399265, 3.1073612667436326]","[-0.21874274874164654, 0.0, 0.0, 0.9757825628043109]",16415848920.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-118.81606839876538, 290.21072590769677, 3.152095880291485]","[-0.23215595634819136, 0.0, 0.0, 0.9726785758574394]",16415848925.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-137.2393172347366, 280.3437263836744, 3.197826162767168]","[-0.25583171521611536, 0.0, 0.0, 0.9667213318684864]",16415848930.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-149.23200069416535, 273.2419281134947, 3.208806643162358]","[-0.2727953020890501, 0.0, 0.0, 0.9620720987317656]",16415848935.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-166.80341239218873, 261.89494359907354, 3.229692947964974]","[-0.29345578850460946, 0.0, 0.0, 0.955972646153193]",16415848940.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-178.24906418657972, 253.9114873934166, 3.2460709214673287]","[-0.30731353755472396, 0.0, 0.0, 0.951608317342593]",16415848945.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-195.0009750186216, 241.35276929920613, 3.2721443092381435]","[-0.32610239996926943, 0.0, 0.0, 0.945334451257481]",16415848950.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-205.88035233000534, 232.60483402247456, 3.3315990074301]","[-0.3371445001841933, 0.0, 0.0, 0.9414529122561311]",16415848955.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-221.73853642595768, 218.9504382652548, 3.3933370135451923]","[-0.3608628216890713, 0.0, 0.0, 0.9326189060503769]",16415848960.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-231.90182528407868, 209.40351121944644, 3.445489045554581]","[-0.3757097085512125, 0.0, 0.0, 0.926737403421467]",16415848965.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-246.664020935272, 194.56622663602835, 3.5093848533066634]","[-0.3934157155622119, 0.0, 0.0, 0.919360688059193]",16415848970.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-256.1710989418093, 184.375779808355, 3.5708420738241955]","[-0.40807757324804406, 0.0, 0.0, 0.9129472570811455]",16415848975.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-269.826799678953, 168.5706448670582, 3.6363873201281933]","[-0.42830167667471164, 0.0, 0.0, 0.9036358081426558]",16415848980.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-278.451428598387, 157.64637435250432, 3.6560763922858115]","[-0.445342966195514, 0.0, 0.0, 0.8953600630250276]",16415848985.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-290.6911117970755, 140.72670445452601, 3.677111658145847]","[-0.46521165327949787, 0.0, 0.0, 0.885199479017558]",16415848990.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-298.41371852463874, 129.1411321582768, 3.7277040913844246]","[-0.4797940707253345, 0.0, 0.0, 0.877381131377244]",16415848995.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-309.29973889032766, 111.33266520329433, 3.735549183927951]","[-0.49999711572193, 0.0, 0.0, 0.8660270690167547]",16415849000.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-316.0978560241876, 99.18886274729107, 3.731667409267722]","[-0.5130167529350889, 0.0, 0.0, 0.8583785943323249]",16415849005.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-325.6043768977314, 80.60970844232959, 3.744937933259557]","[-0.5302680478470411, 0.0, 0.0, 0.8478300522112248]",16415849010.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-331.57570750192207, 68.05115848323413, 3.7415098104082887]","[-0.5402776336531744, 0.0, 0.0, 0.841486826144133]",16415849015.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-340.12091308790906, 49.032141558218804, 3.8211893453763253]","[-0.5469477347808229, 0.0, 0.0, 0.8371667548452498]",16415849020.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-345.6744268156894, 36.30660266565483, 3.893248669664789]","[-0.5492165263672668, 0.0, 0.0, 0.8356800866151313]",16415849025.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-353.9652695970447, 17.221574172773384, 4.000612976561339]","[-0.5476608992622398, 0.0, 0.0, 0.8367003880836167]",16415849030.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-359.52397311661684, 4.543011287969972, 4.069807304358374]","[-0.5450644299718473, 0.0, 0.0, 0.8383941597956567]",16415849035.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-368.0034956689828, -14.37150019169935, 4.219689820992101]","[-0.5430760306374782, 0.0, 0.0, 0.8396835266617065]",16415849040.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-372.9453543595927, -25.3661578180981, 4.298129351009239]","[-0.5434652201450191, 0.0, 0.0, 0.8394316854233738]",16415849045.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-382.00831886583825, -45.791479768344885, 4.474873698118024]","[-0.5487437263097839, 0.0, 0.0, 0.8359906236529528]",16415849050.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-387.2748180507855, -58.47232586368174, 4.532488508528999]","[-0.5634785736543414, 0.0, 0.0, 0.8261306779393129]",16415849055.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-394.41779308644016, -77.86869076348223, 4.536492855305269]","[-0.5810353639383953, 0.0, 0.0, 0.8138783114526255]",16415849060.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-398.1914064013667, -89.3765306896333, 4.540294545922293]","[-0.5928989459245214, 0.0, 0.0, 0.8052768715923682]",16415849065.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-404.255327701987, -111.1560605564684, 4.495570789484987]","[-0.6194676216673268, 0.0, 0.0, 0.785022207141827]",16415849070.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-407.203030400329, -124.83584707327059, 4.5170957070834135]","[-0.6404239675852823, 0.0, 0.0, 0.7680215763520742]",16415849075.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-410.3131550966235, -145.73621525804145, 4.588012621506721]","[-0.6667462304668574, 0.0, 0.0, 0.7452848208290814]",16415849080.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-411.53590203754, -159.8524847932966, 4.672202642456583]","[-0.6882961807475297, 0.0, 0.0, 0.7254297812802862]",16415849085.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-411.6878113204226, -181.23723754523004, 4.761714907815552]","[0.722665312068268, 0.0, 0.0, -0.6911981240811298]",16415849090.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-410.6641390844468, -195.53841782637622, 4.799819787263736]","[0.7431332806051397, 0.0, 0.0, -0.669143428016029]",16415849095.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-407.38676902741014, -216.94430947477008, 4.936903322349252]","[0.7759397592270341, 0.0, 0.0, -0.630807014902888]",16415849100.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-404.02685407471336, -231.1089750362586, 5.016310609147116]","[0.7955845681664596, 0.0, 0.0, -0.6058425495913833]",16415849105.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-397.24145275033, -252.03171271493602, 5.0543198050108025]","[0.8252137235327245, 0.0, 0.0, -0.5648206002734463]",16415849110.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-391.45702743141356, -265.6207168315436, 5.11985045360724]","[0.8435287851366636, 0.0, 0.0, -0.5370839679657776]",16415849115.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-381.1497768726062, -285.363532079622, 5.179834163559754]","[0.8676941676108131, 0.0, 0.0, -0.49709841228289825]",16415849120.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-373.231485903621, -297.99826904338147, 5.227960610820929]","[0.8833037244822822, 0.0, 0.0, -0.4688011628779612]",16415849125.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-359.76405734205986, -315.9746556893812, 5.268896832795598]","[0.9062495343745856, 0.0, 0.0, -0.4227431625063221]",16415849130.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-349.76431623883013, -327.2278966789748, 5.2868687114568935]","[0.920055122153348, 0.0, 0.0, -0.39178893833209233]",16415849135.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-333.4241651263164, -342.94787166997315, 5.341761462593013]","[0.9369267098641494, 0.0, 0.0, -0.34952587936108565]",16415849140.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-321.6549984936888, -352.5273481183672, 5.391316480696588]","[0.9480835834829515, 0.0, 0.0, -0.3180212551546285]",16415849145.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-302.770651691655, -365.3663192125798, 5.445286418987081]","[0.9629498843255897, 0.0, 0.0, -0.26968040395500226]",16415849150.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-289.46471181023304, -372.8943335726827, 5.479134736958137]","[0.9715153851167495, 0.0, 0.0, -0.23697648930105694]",16415849155.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-268.57834610070114, -382.50077288615904, 5.5143537790120405]","[0.9827732250881807, 0.0, 0.0, -0.1848155514283797]",16415849160.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-254.08902690344138, -387.6914964258822, 5.531641990398398]","[0.9880888627197455, 0.0, 0.0, -0.15388437012640344]",16415849165.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-231.71601999057222, -393.63890192331314, 5.544960738022468]","[0.9947997712734561, 0.0, 0.0, -0.10184996354579423]",16415849170.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-216.4707405972407, -396.29877931276536, 5.534370305846366]","[0.9972515765410837, 0.0, 0.0, -0.07408976370810842]",16415849175.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-193.27634156922826, -398.42664745979914, 5.566874173161608]","[0.999843901255868, 0.0, 0.0, -0.017668421588986995]",16415849180.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-177.70263356128737, -398.56460045024465, 5.596339527150022]","[0.999918882159675, 0.0, 0.0, 0.012736918801114645]",16415849185.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-154.3625499811728, -396.79468076474944, 5.665010141173127]","[0.9978690490561332, 0.0, 0.0, 0.06524845542852789]",16415849190.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-138.9147511308313, -394.34915075758784, 5.693564754567433]","[0.9953995099782402, 0.0, 0.0, 0.09581135389440652]",16415849195.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-116.06514492868604, -388.81298208888677, 5.723950148109125]","[0.9896100087820382, 0.0, 0.0, 0.14377771217547666]",16415849200.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-101.14137382596446, -383.9014788192312, 5.683193376643445]","[0.9844001475641565, 0.0, 0.0, 0.1759441657903639]",16415849205.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-79.34452040369102, -374.76549914855326, 5.557120771035692]","[0.9752388278413584, 0.0, 0.0, 0.22115430963608465]",16415849210.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-65.24975457124357, -367.5839761616269, 5.446597774104141]","[0.969073612481117, 0.0, 0.0, 0.24677182495738423]",16415849215.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-44.77089531328598, -355.4678034801225, 5.361035891044956]","[0.9598808243988263, 0.0, 0.0, 0.28040827903510546]",16415849220.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-31.534030210950263, -346.648194713768, 5.316052571522086]","[0.9538432733130502, 0.0, 0.0, 0.3003048616913249]",16415849225.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[-12.265483330530127, -332.49207350630434, 5.353458402482765]","[0.9462024645807509, 0.0, 0.0, 0.32357517831458127]",16415849230.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[0.2946312164900835, -322.5990816272733, 5.3569228301194265]","[0.9434006335391353, 0.0, 0.0, 0.3316553099800427]",16415849235.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[18.853945669933292, -307.39403939825786, 5.3512950663865055]","[0.9393978626362122, 0.0, 0.0, 0.34282890145744194]",16415849240.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[31.103069604048553, -297.0596631497463, 5.285035682426228]","[0.9385763832747626, 0.0, 0.0, 0.3450715473041294]",16415849245.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[49.43567999918517, -281.34746675264665, 5.2332804505266175]","[0.9373866619347359, 0.0, 0.0, 0.34829046215314763]",16415849250.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[61.77882386595295, -270.79283801275216, 5.211995566503764]","[0.9388691725626244, 0.0, 0.0, 0.34427413032578147]",16415849255.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[80.59289589833236, -254.91476793681775, 5.1581505450631004]","[0.9399538264426649, 0.0, 0.0, 0.34130163221964355]",16415849260.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[93.34332548500096, -244.14714595565937, 5.078188074305863]","[0.9389096032118024, 0.0, 0.0, 0.3441638519610332]",16415849265.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[112.97397306797868, -227.5727202137146, 5.035086973971637]","[0.9396016049398105, 0.0, 0.0, 0.3422701038573662]",16415849270.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[126.31802122186294, -216.46535585571436, 4.983617106461377]","[0.9405508833482313, 0.0, 0.0, 0.33965281661258406]",16415849275.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[146.4180386140635, -199.794981705405, 4.93040829044919]","[0.9402522208546451, 0.0, 0.0, 0.34047872353189357]",16415849280.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[159.793303528272, -188.6031522185226, 4.868661281849903]","[0.939683336546139, 0.0, 0.0, 0.34204565048764424]",16415849285.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[179.88389299581476, -171.79283242074163, 4.807693105296245]","[0.940739520088901, 0.0, 0.0, 0.3391299977042791]",16415849290.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[193.33742205147269, -160.67599028732192, 4.786300520180831]","[0.9406089141735959, 0.0, 0.0, 0.3394920773407959]",16415849295.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[213.44211969362664, -143.8849184216706, 4.698038998258163]","[0.9401431317898141, 0.0, 0.0, 0.34077982884619235]",16415849300.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[226.91710912900322, -132.77795224119174, 4.642292933995009]","[0.9425002395613838, 0.0, 0.0, 0.33420547336441697]",16415849305.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[247.27019938517827, -116.37331002795935, 4.61350107670625]","[0.9435721848409748, 0.0, 0.0, 0.33116692466855613]",16415849310.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[260.86472646232835, -105.49597875039144, 4.64624906752298]","[0.9440099774331324, 0.0, 0.0, 0.3299169024265004]",16415849315.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[281.31812912161155, -89.3162869635542, 4.664134715933024]","[0.944341217986839, 0.0, 0.0, 0.32896757288695405]",16415849320.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[293.19603898903557, -79.78116101081875, 4.691403486375222]","[0.9418901474784364, 0.0, 0.0, 0.3359210473951425]",16415849325.03897
LVMS,EURORACING,High speed multi-agent laps with TUM,"[314.8303481908133, -61.254800382466684, 4.644344970995981]","[0.9333815189585192, 0.0, 0.0, 0.3588856922011345]",16415849330.03897
